City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,keflavik,64.0049,-22.5624,51.71,100,100,9.22,IS,1694101472
293,brush,40.2589,-103.6238,70.83,56,35,3.44,US,1694101748
294,ventspils,57.3894,21.5606,64.33,63,0,3.44,LV,1694101748
295,minas de marcona,-15.2119,-75.1103,59.41,71,75,19.3,PE,1694101394
296,ust-nera,64.5667,143.2,41.72,99,100,1.34,RU,1694101381
297,sao vicente,-23.9631,-46.3919,83.26,49,75,9.22,BR,1694101151
298,yamada,39.4667,141.95,66.06,79,65,4.38,JP,1694101750
299,zemio,5.0314,25.1361,81.99,67,81,1.66,CF,1694101750
300,selfoss,63.9331,-20.9971,55.04,83,86,11.03,IS,1694101750
301,strathalbyn,-35.2667,138.9,51.12,79,100,20.71,AU,1694101751
302,selkirk,50.1436,-96.8845,62.1,74,0,8.01,CA,1694101751
303,scottburgh,-30.2867,30.7532,66.02,67,0,5.64,ZA,1694101751
304,borogontsy,62.6683,131.1683,31.05,86,59,5.03,RU,1694101751
305,puerto deseado,-47.7503,-65.8938,47.79,77,64,12.86,AR,1694101752
306,cannonvale,-20.2833,148.7,72.79,96,89,7.36,AU,1694101752
307,ola,59.5833,151.2833,48.15,86,100,9.22,RU,1694101752
308,lihue,21.9789,-159.3672,74.79,85,75,9.22,US,1694101378
309,luderitz,-26.6481,15.1594,63.64,60,96,10.36,NA,1694101753
310,grudki,53.0949,23.6685,73.26,41,1,6.24,PL,1694101753
311,hami,42.8,93.45,77.31,22,0,6.69,CN,1694101753
312,chatham,51.3789,0.5279,89.2,57,58,4.0,GB,1694101754
313,tanjung pinang,0.9167,104.45,82.44,78,99,5.73,ID,1694101754
314,saint-pierre,-21.3393,55.4781,73.08,68,100,4.61,RE,1694101432
315,kerikeri,-35.2268,173.9474,46.78,94,12,4.81,NZ,1694101440
316,newman,37.3138,-121.0208,70.23,48,0,2.77,US,1694101486
317,leava,-14.3,-178.1667,78.91,74,100,18.41,WF,1694101755
318,villa gesell,-37.2639,-56.973,53.1,92,100,30.22,AR,1694101756
319,fortaleza,-3.7227,-38.5247,87.93,51,20,13.8,BR,1694101638
320,vorgashor,67.5833,63.95,53.31,69,88,6.71,RU,1694101436
321,bedele,8.456,36.353,58.89,95,74,2.8,ET,1694101757
322,hofu,34.05,131.5667,70.86,82,0,7.92,JP,1694101757
323,maumere,-8.6199,122.2111,74.82,79,22,6.89,ID,1694101757
324,twon-brass,4.3151,6.2418,79.97,81,53,12.46,NG,1694101758
325,mount isa,-20.7333,139.5,74.97,35,40,12.66,AU,1694101519
326,hisor,38.525,68.5512,74.95,15,31,4.09,TJ,1694101758
327,san patricio,28.017,-97.5169,91.85,54,6,3.51,US,1694101412
328,oneonta,42.4529,-75.0638,86.81,67,13,9.6,US,1694101594
329,yanchep,-31.55,115.6833,53.62,58,49,10.71,AU,1694101759
330,beloyarskiy,63.7119,66.6722,51.01,66,0,4.0,RU,1694101759
331,portland,45.5234,-122.6762,63.09,76,75,4.0,US,1694101063
332,merizo village,13.2658,144.6691,82.13,97,69,9.26,GU,1694101391
333,inhambane,-23.865,35.3833,70.38,81,30,9.17,MZ,1694101459
334,vilyuysk,63.7553,121.6247,30.72,96,80,3.22,RU,1694101495
335,esmeralda,21.8525,-78.1169,86.43,66,59,5.57,CU,1694101760
336,zambezi,-13.5432,23.1047,90.34,10,0,5.99,ZM,1694101760
337,laojunmiao,39.8333,97.7333,62.06,34,100,9.51,CN,1694101456
338,paragominas,-2.9667,-47.4833,95.5,32,56,4.74,BR,1694101761
339,cill airne,52.05,-9.5167,80.65,57,0,6.91,IE,1694101761
340,ayorou,14.7308,0.9174,102.11,26,4,1.1,NE,1694101761
341,peace river,56.2501,-117.286,44.91,93,0,6.91,CA,1694101533
342,ulsteinvik,62.3432,5.8487,72.91,80,87,11.32,NO,1694101762
343,richards bay,-28.783,32.0377,70.56,67,0,10.92,ZA,1694101429
344,coronado,32.6859,-117.1831,72.07,85,75,8.05,US,1694101580
345,polyarnyy,69.1989,33.4478,51.39,83,97,10.02,RU,1694101409
346,rabigh,22.7986,39.0349,93.36,58,25,12.01,SA,1694101391
347,rundu,-17.9333,19.7667,89.42,8,1,5.1,NA,1694101763
348,lac-brome,45.2168,-72.5158,86.38,58,22,8.7,CA,1694101763
349,malaga,36.7202,-4.4203,83.32,71,20,9.22,ES,1694101763
350,laminusa,5.5549,120.9136,79.2,83,100,4.65,PH,1694101763
351,steamboat springs,40.485,-106.8317,70.93,47,0,5.75,US,1694101507
352,shalya,57.2471,58.7298,53.44,95,93,4.36,RU,1694101764
353,moranbah,-22.0016,148.0466,65.52,95,50,8.3,AU,1694101542
354,cotonou,6.3654,2.4183,84.18,74,20,17.27,BJ,1694101764
355,mpraeso,6.5932,-0.7346,82.13,66,55,1.66,GH,1694101765
356,port isabel,26.0734,-97.2086,91.08,70,20,5.99,US,1694101765
357,yeppoon,-23.1333,150.7333,69.58,97,82,9.13,AU,1694101443
358,hobyo,5.3505,48.5268,78.31,85,68,26.84,SO,1694101766
359,sikeston,36.8767,-89.5879,75.09,68,40,5.75,US,1694101571
360,chadan,51.2833,91.5833,47.57,85,23,3.89,RU,1694101766
361,prince rupert,54.3161,-130.3201,53.69,94,100,11.5,CA,1694101420
362,constantia,44.1833,28.65,77.7,54,0,12.06,RO,1694101448
363,taksimo,56.3444,114.8794,41.4,64,27,5.82,RU,1694101767
364,kodiak,57.79,-152.4072,42.31,81,100,5.75,US,1694101391
365,kone,-21.0595,164.8658,69.37,73,43,6.46,NC,1694101415
366,haiku-pauwela,20.9219,-156.3051,76.05,68,0,8.05,US,1694101487
367,kirakira,-10.4544,161.9205,78.87,84,87,17.13,SB,1694101525
368,fang,19.9169,99.2145,73.65,97,93,1.16,TH,1694101768
369,janauba,-15.8025,-43.3089,82.49,39,34,15.43,BR,1694101768
370,gubkinskiy,64.434,76.5026,51.15,63,10,7.36,RU,1694101768
371,kidal,18.4411,1.4078,105.1,17,27,5.44,ML,1694101440
372,belmonte,-15.8631,-38.8828,79.14,58,3,10.04,BR,1694101432
373,walvis bay,-22.9575,14.5053,61.75,67,0,9.22,NA,1694101516
374,nizhneudinsk,54.9076,99.0276,52.74,92,100,4.25,RU,1694101770
375,bamboo flat,11.7,92.7167,82.49,83,75,2.3,IN,1694101770
376,beitbridge,-22.2167,30.0,81.45,32,1,3.83,ZW,1694101770
377,pallasovka,50.05,46.8833,62.92,31,2,12.62,RU,1694101770
378,sann,26.0418,68.1378,94.89,44,0,12.73,PK,1694101771
379,horta,38.5333,-28.6333,73.04,75,40,12.66,PT,1694101593
380,reggane,26.7158,0.1714,111.52,11,22,7.92,DZ,1694101436
381,itambacuri,-18.0311,-41.685,80.65,50,74,9.01,BR,1694101772
382,pavlovsk,50.4578,40.1081,61.48,34,5,9.62,RU,1694101772
383,port alfred,-33.5906,26.891,63.18,81,1,5.99,ZA,1694101466
384,boca suno,-0.7167,-77.1333,87.39,42,2,2.37,EC,1694101772
385,sydney,-33.8679,151.2073,70.3,64,100,7.0,AU,1694101615
386,ziro,27.6333,93.8333,60.37,93,31,0.89,IN,1694101773
387,juan griego,11.0817,-63.9655,95.13,52,6,16.11,VE,1694101773
388,kuhdasht,33.535,47.6061,86.25,7,0,11.79,IR,1694101774
389,rzhaksa,52.1338,42.0264,56.43,44,7,8.66,RU,1694101774
390,talnakh,69.4865,88.3972,43.21,60,4,1.79,RU,1694101406
391,camocim,-2.9022,-40.8411,91.02,48,46,13.98,BR,1694101774
392,huarmey,-10.0681,-78.1522,71.08,70,58,9.55,PE,1694101774
393,amga,60.8953,131.9608,36.54,69,100,4.54,RU,1694101388
394,pionerskiy,54.9508,20.2275,67.84,62,9,9.28,RU,1694101775
395,manokwari,-0.8667,134.0833,77.88,83,67,4.59,ID,1694101388
396,galle,6.0367,80.217,78.28,86,100,6.73,LK,1694101776
397,agat village,13.3886,144.6585,82.51,94,40,4.61,GU,1694101429
398,kushiro,42.975,144.3747,54.25,84,64,4.45,JP,1694101776
399,luena,-11.7833,19.9167,89.02,21,64,4.5,AO,1694101777
400,las lomitas,-24.7096,-60.593,92.71,32,100,13.82,AR,1694101777
401,nouadhibou,20.931,-17.0347,91.38,49,27,11.5,MR,1694101500
402,nueva gerona,21.8833,-82.8,86.59,67,15,8.63,CU,1694101777
403,aswan,24.0934,32.907,112.3,9,0,11.5,EG,1694101778
404,saki,8.6667,3.3833,82.08,76,66,2.17,NG,1694101778
405,amuntai,-2.4177,115.2494,73.06,93,73,1.66,ID,1694101778
406,dunedin,-45.8742,170.5036,48.79,80,9,3.24,NZ,1694101739
407,shakhun'ya,57.6758,46.6114,45.9,82,100,7.74,RU,1694101779
408,thompson,55.7435,-97.8558,51.96,93,100,3.44,CA,1694101405
409,tabou,4.423,-7.3528,78.96,81,47,10.25,CI,1694101779
410,murzuq,25.9155,13.9184,97.5,17,0,10.54,LY,1694101780
411,zhangatas,43.5667,69.75,75.09,26,100,2.75,KZ,1694101780
412,mamuju,-2.6748,118.8885,78.37,87,85,5.3,ID,1694101780
413,velikiy ustyug,60.7644,46.3106,47.39,92,100,3.0,RU,1694101781
414,siwa oasis,29.2041,25.5195,94.57,19,0,12.86,EG,1694101781
415,sitka,57.0531,-135.33,57.09,67,100,6.91,US,1694101430
416,weno,7.4515,151.8468,81.19,69,100,2.82,FM,1694101516
417,tolanaro,-25.0319,46.9987,71.67,83,40,2.3,MG,1694101399
418,palikir - national government center,6.9248,158.1611,82.42,71,28,6.64,FM,1694101458
419,savalou,7.9281,1.9756,86.04,66,59,2.59,BJ,1694101783
420,jaguaruna,-28.615,-49.0256,70.11,68,91,19.48,BR,1694101784
421,jiwani,25.05,61.7417,80.83,83,0,10.76,PK,1694101784
422,correntina,-13.3433,-44.6367,89.38,25,0,11.74,BR,1694101784
423,hithadhoo,-0.6,73.0833,82.83,75,5,10.22,MV,1694101414
424,bannu,32.9854,70.6027,98.22,24,0,3.29,PK,1694101785
425,dom pedrito,-30.9828,-54.6731,63.72,97,100,13.44,BR,1694101785
426,kalemie,-5.9475,29.1947,76.53,71,79,2.62,CD,1694101785
427,telimele,10.9167,-13.3333,71.33,96,100,3.31,GN,1694101786
428,bhuj,23.2667,69.6667,82.4,71,95,22.12,IN,1694101786
429,narasannapeta,18.4167,84.05,79.9,89,100,8.08,IN,1694101786
430,new norfolk,-42.7826,147.0587,54.9,85,69,2.39,AU,1694101787
431,cambridge,43.3601,-80.3127,80.15,83,75,8.05,CA,1694101560
432,anantapur,14.6833,77.6,81.52,63,98,20.13,IN,1694101787
433,grand-lahou,5.1367,-5.0242,79.14,80,43,9.06,CI,1694101787
434,sao gabriel da cachoeira,-0.1303,-67.0892,95.58,39,59,2.26,BR,1694101788
435,nurdagi,37.1773,36.7419,91.38,66,0,8.66,TR,1694101788
436,idil,37.3411,41.8895,94.93,13,0,12.66,TR,1694101788
437,san antonio de pale,-1.4014,5.6325,74.14,85,50,12.1,GQ,1694101403
438,kourou,5.1552,-52.6478,89.65,56,58,11.21,GF,1694101788
439,la passe,45.5549,-0.8967,89.83,46,100,8.9,FR,1694101398
440,kapa'a,22.0752,-159.319,75.52,85,75,9.22,US,1694101789
441,thinadhoo,0.5333,72.9333,83.12,74,83,9.55,MV,1694101534
442,hammerfest,70.6634,23.6821,52.25,76,75,10.36,NO,1694101789
443,kiunga,-6.1219,141.2906,73.29,100,100,0.4,PG,1694101790
444,salinas,36.6777,-121.6555,61.32,83,100,4.61,US,1694101790
445,xilin hot,43.9667,116.0333,65.73,76,100,14.29,CN,1694101790
446,baiyin,36.5583,104.2081,60.28,69,100,1.81,CN,1694101790
447,boguchany,58.3814,97.4531,47.89,87,89,1.61,RU,1694101790
448,sao tome,0.3365,6.7273,82.44,74,40,14.97,ST,1694101791
449,dombarovskiy,50.7587,59.5386,64.15,58,71,7.94,RU,1694101791
450,kwadukuza,-29.3282,31.2895,73.29,77,0,4.25,ZA,1694101791
451,bay roberts,47.5999,-53.2648,76.91,94,84,1.01,CA,1694101792
452,sur,22.5667,59.5289,83.82,67,86,12.82,OM,1694101792
453,praia da vitoria,38.7333,-27.0667,75.76,78,40,15.03,PT,1694101792
454,ruma,45.0081,19.8222,82.58,30,2,10.09,RS,1694101792
455,myitkyina,25.3833,97.4,77.0,97,60,1.34,MM,1694101793
456,nantucket,41.2835,-70.0995,87.85,83,0,9.22,US,1694101793
457,hailun,47.45,126.9333,70.61,64,100,21.65,CN,1694101793
458,lamu,-2.2717,40.902,79.02,81,25,13.8,KE,1694101409
459,tibu,8.639,-72.7358,96.46,42,92,2.98,CO,1694101794
460,mabaruma,8.2,-59.7833,87.8,79,75,4.61,GY,1694101794
461,quellon,-43.1167,-73.6167,50.25,93,100,8.05,CL,1694101513
462,shanhaiguan,39.9988,119.7564,70.77,81,29,5.55,CN,1694101795
463,wewak,-3.5534,143.6268,79.95,88,100,10.2,PG,1694101795
464,xai-xai,-25.0519,33.6442,68.72,83,0,12.95,MZ,1694101795
465,kolonia town,6.964,158.206,83.5,71,32,6.46,FM,1694101795
466,ruza,55.699,36.1952,53.17,62,49,5.53,RU,1694101796
467,la ferte-mace,48.59,-0.358,90.93,28,24,5.12,FR,1694101796
468,hadibu,12.65,54.0333,80.24,80,25,16.31,YE,1694101396
469,rodna,47.4167,24.8167,69.37,63,76,5.66,RO,1694101797
470,fauske,67.2588,15.3918,59.95,65,99,1.3,NO,1694101797
471,robore,-18.3333,-59.75,87.89,62,20,17.27,BO,1694101797
472,hasaki,35.7333,140.8333,79.3,79,100,18.59,JP,1694101345
473,ndago,-4.6,34.35,73.45,53,65,4.36,TZ,1694101798
474,magdagachi,53.45,125.8,63.57,93,100,14.12,RU,1694101798
475,brooks,50.5834,-111.8851,55.38,71,2,3.44,CA,1694101798
476,jwaneng,-24.6004,24.7303,77.61,10,91,8.43,BW,1694101799
477,chingirlau,51.095,54.0814,61.2,69,100,14.79,KZ,1694101799
478,colonel hill,22.7667,-74.2167,83.62,70,35,8.46,BS,1694101799
479,islamkot,24.6997,70.177,95.76,36,63,19.93,PK,1694101799
480,woods creek,47.8787,-121.8985,60.89,81,99,1.99,US,1694101800
481,usinsk,65.9939,57.5281,59.5,75,100,5.82,RU,1694101444
482,pokhara,28.2333,83.9833,72.52,92,97,4.34,NP,1694101580
483,wenchang,30.904,118.4887,73.54,89,0,5.61,CN,1694101802
484,suva,-18.1416,178.4415,62.08,100,20,3.44,FJ,1694101407
485,thal,35.4791,72.2439,60.22,87,28,2.62,PK,1694101803
486,kosong,38.3788,128.4676,66.69,74,0,3.56,KR,1694101804
487,talhar,24.8833,68.8167,84.88,62,19,19.04,PK,1694101804
488,nuku'alofa,-21.1333,-175.2,70.14,94,75,13.8,TO,1694101496
489,mahibadhoo,3.7833,72.9667,81.91,76,98,9.44,MV,1694101805
490,zalari,53.5584,102.5065,51.15,69,83,4.83,RU,1694101805
491,izki,22.9333,57.7667,93.61,33,22,5.48,OM,1694101805
492,urucara,-2.5364,-57.76,105.28,19,29,5.06,BR,1694101806
493,sinabang,2.4803,96.3801,80.19,80,94,3.04,ID,1694101396
494,gaoual,11.75,-13.2,75.06,97,100,1.28,GN,1694101807
495,eyl,7.9803,49.8164,78.4,81,81,22.03,SO,1694101807
496,yarmouth,41.7057,-70.2286,90.64,73,0,5.75,US,1694101808
497,sinop,41.7711,34.8709,70.23,76,53,4.43,TR,1694101521
498,shingu,33.7333,135.9833,74.23,96,100,20.09,JP,1694101549
499,nicoya,10.1483,-85.452,86.58,66,93,5.32,CR,1694101808
500,ar ruways,24.1103,52.7306,91.98,71,0,9.04,AE,1694101809
501,saint-philippe,-21.3585,55.7679,72.99,77,82,2.8,RE,1694101480
502,luanda,-8.8368,13.2343,77.0,73,0,13.8,AO,1694101520
503,nadi,-17.8,177.4167,64.4,88,20,2.3,FJ,1694101384
504,magadan,59.5667,150.8,47.53,88,100,7.0,RU,1694101666
505,dudinka,69.4058,86.1778,43.63,59,4,7.34,RU,1694101400
506,matadi,-5.8167,13.45,92.23,41,46,7.65,CD,1694101437
507,san isidro de curuguaty,-24.5167,-55.7,85.71,44,96,12.62,PY,1694101811
508,port saint john's,-31.6229,29.5448,66.9,57,0,3.96,ZA,1694101811
509,midvagur,62.0511,-7.1939,56.23,100,100,16.11,FO,1694101812
510,aioun,16.6614,-9.6149,104.56,20,47,7.67,MR,1694101812
511,moyynkum,44.2914,72.9469,70.09,33,100,16.78,KZ,1694101812
512,abong mbang,3.9833,13.1833,77.27,87,67,1.59,CM,1694101812
513,avanigadda,16.0215,80.9181,83.95,83,100,2.37,IN,1694101813
514,kafir qala,34.6667,61.0667,82.81,13,0,11.14,AF,1694101813
515,rongelap,11.1635,166.8941,82.87,78,45,8.28,MH,1694101813
516,shimoda,34.6667,138.95,72.1,94,100,23.44,JP,1694101814
517,nieuw amsterdam,5.8833,-55.0833,96.03,56,20,4.61,SR,1694101814
518,guayaramerin,-10.8368,-65.3614,91.45,55,0,4.61,BO,1694101814
519,general conesa,-40.1,-64.4333,51.84,70,100,6.69,AR,1694101815
520,saint-denis,48.9167,2.3333,95.23,37,0,4.61,FR,1694101724
521,vilhena,-12.7406,-60.1458,82.62,69,0,11.5,BR,1694101708
522,ostersund,63.1792,14.6357,63.61,48,0,2.3,SE,1694101816
523,ghadamis,30.1337,9.5007,90.41,22,0,14.05,LY,1694101522
524,garoowe,8.4054,48.4845,89.46,37,83,22.59,SO,1694101816
525,kochenevo,55.0218,82.202,52.99,88,94,6.8,RU,1694101816
526,kirishi,59.4471,32.0205,54.52,64,22,2.93,RU,1694101817
527,misratah,32.3754,15.0925,80.29,62,18,22.57,LY,1694101522
528,myeik,12.4333,98.6,78.69,87,100,7.94,MM,1694101817
529,lodja,-3.4833,23.4333,87.76,43,30,3.09,CD,1694101817
530,berezovyy,51.6667,135.7,53.06,82,100,4.88,RU,1694101818
531,san pedro pochutla,15.7333,-96.4667,90.72,54,57,3.2,MX,1694101818
532,chibougamau,49.9168,-74.3659,56.82,94,100,8.05,CA,1694101431
533,neiafu,-18.65,-173.9833,68.68,100,20,0.0,TO,1694101818
534,vyerkhnyadzvinsk,55.7815,27.9443,61.34,54,30,6.02,BY,1694101819
535,kanye,-24.9667,25.3327,77.02,10,76,8.46,BW,1694101819
536,wynyard,-41.0,145.7167,51.04,89,96,17.54,AU,1694101819
537,xindian,36.7975,118.2944,73.98,57,2,5.28,CN,1694101819
538,byaroza,52.5314,24.9786,70.11,43,0,6.53,BY,1694101820
539,tashtyp,52.7939,89.8983,45.72,83,99,3.53,RU,1694101820
540,neryungri,56.6709,124.6491,35.62,99,100,13.65,RU,1694101821
541,korla,41.7597,86.1469,79.16,21,17,6.42,CN,1694101512
542,matipo,-20.2839,-42.3411,79.34,46,75,5.26,BR,1694101821
543,north bend,43.4065,-124.2243,58.06,100,75,0.0,US,1694101579
544,howrah,22.5892,88.3103,80.6,94,40,6.91,IN,1694101467
545,gizo,-8.103,156.8419,80.74,83,100,11.12,SB,1694101504
546,ilhabela,-23.7781,-45.3581,70.56,82,86,9.95,BR,1694101822
547,bontang,0.1333,117.5,76.01,87,97,7.09,ID,1694101823
548,edd,13.9297,41.6925,91.67,69,71,7.56,ER,1694101823
549,wakkanai,45.4094,141.6739,58.08,84,5,5.99,JP,1694101823
550,fuerte olimpo,-21.0415,-57.8738,101.57,26,89,13.51,PY,1694101824
551,zeya,53.75,127.2667,67.15,98,100,14.99,RU,1694101824
552,srikakulam,18.3,83.9,80.01,89,100,9.08,IN,1694101824
553,plastun,44.7561,136.2939,56.37,77,43,4.05,RU,1694101825
554,monticello,45.3055,-93.7941,61.95,74,100,4.61,US,1694101606
555,kailua-kona,19.6406,-155.9956,80.56,87,0,6.91,US,1694101547
556,novodvinsk,64.4165,40.8122,48.96,77,50,7.7,RU,1694101825
557,jolo,6.05,121.0167,75.74,92,100,3.47,PH,1694101826
558,poggio renatico,44.766,11.4901,85.98,42,0,0.0,IT,1694101826
559,khasab,26.1799,56.2477,93.04,54,0,6.26,OM,1694101826
560,manta,-0.95,-80.7333,80.38,74,75,13.8,EC,1694101827
561,hilo,19.7297,-155.09,74.25,82,75,5.75,US,1694101415
562,fort morgan,40.2503,-103.8,72.25,49,27,5.75,US,1694101827
563,savanna-la-mar,18.219,-78.1332,85.95,58,21,2.3,JM,1694101828
564,benguela,-12.5763,13.4055,75.83,71,18,11.34,AO,1694101828
565,goz beida,13.95,20.55,99.21,27,23,4.9,TD,1694101828
566,aracati,-4.5617,-37.7697,90.91,41,29,15.46,BR,1694101829
567,myski,53.709,87.8014,45.37,90,73,3.44,RU,1694101829
568,bougouni,11.417,-7.479,84.85,70,81,3.0,ML,1694101829
569,salekhard,66.53,66.6019,53.82,55,10,5.1,RU,1694101621
570,cockburn town,21.4612,-71.1419,87.76,66,40,5.75,TC,1694101618
571,thurles,52.6819,-7.8022,79.02,75,89,7.31,IE,1694101830
572,msanga,-6.05,36.0333,78.48,46,86,9.55,TZ,1694101831
573,charlottetown,46.2352,-63.1267,70.77,93,100,8.05,CA,1694101831
574,laguna,38.421,-121.4238,75.94,74,0,5.75,US,1694101494
575,zile,40.3031,35.8864,74.79,65,1,8.95,TR,1694101832
576,sao jose da coroa grande,-8.8978,-35.1478,78.73,73,37,12.64,BR,1694101518
577,kamennomostskiy,44.2983,40.1856,68.47,69,92,2.98,RU,1694101833
578,coruripe,-10.1256,-36.1756,78.08,75,24,14.09,BR,1694101713
579,dungarvan,52.0881,-7.6253,74.97,85,100,6.85,IE,1694101833
580,jendouba,36.5011,8.7802,87.82,20,40,9.22,TN,1694101834
581,kermanshah,34.3142,47.065,90.5,1,0,11.5,IR,1694101834
582,cole harbour,44.6724,-63.4751,72.97,89,100,13.8,CA,1694101834
583,rosarito,32.3333,-117.0333,68.95,72,4,6.04,MX,1694101835
584,lata,40.1629,-8.3327,86.92,46,7,11.23,PT,1694101436
585,abasolo,20.45,-101.5167,69.42,71,100,4.56,MX,1694101835
586,vazante,-17.9869,-46.9078,86.43,22,0,14.29,BR,1694101573
587,lagunas,-5.2269,-75.6753,98.35,33,14,1.83,PE,1694101836
588,itoman,26.1247,127.6694,83.17,85,75,4.61,JP,1694101836
589,san ignacio,17.1561,-89.0714,77.14,94,100,0.0,BZ,1694101837
590,kuqa,41.7278,82.9364,76.8,20,7,1.9,CN,1694101837
591,birjand,32.8663,59.2211,82.87,6,0,13.8,IR,1694101837
